transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,monthly_co2_kg
bus,49.27,dairy,0.61,hydro,5.99,0,0.0,211.67
car_petrol,74.3,fish,0.82,wind,32.53,4,24403.3,935.32
car_ev,66.06,chicken,1.39,solar,15.12,3,22302.62,846.66
bicycle,31.77,fruits,2.16,grid_us,33.98,6,45876.68,1090.06
bus,52.42,beef,1.51,nuclear,13.11,0,0.0,1441.68
car_ev,31.17,vegetables,2.22,grid_eu,35.95,6,23782.96,774.02
bicycle,5.99,vegetables,0.82,wind,19.39,3,6665.96,164.88
flight_short,45.6,beef,1.33,grid_eu,35.86,9,28413.31,2373.96
car_ev,21.68,vegetables,0.92,nuclear,7.02,5,12535.03,313.87
motorcycle,51.22,vegetables,1.33,coal,23.93,9,32300.87,1314.62
walking,17.88,lamb,1.16,hydro,25.14,0,0.0,1369.49
motorcycle,56.91,dairy,0.73,grid_eu,36.35,6,37784.4,1222.25
flight_long,36.45,beef,1.72,grid_us,28.56,2,9410.17,2245.42
bicycle,59.85,vegetables,1.57,coal,21.28,5,34124.73,1230.65
car_ev,14.55,eggs,2.08,oil,33.72,8,56953.59,1829.91
bicycle,65.27,pork,1.06,natural_gas,7.34,5,20472.25,823.43
bicycle,60.73,nuts,1.59,coal,7.59,1,4350.26,362.69
motorcycle,10.15,chicken,1.43,solar,6.59,1,5462.63,425.29
car_petrol,32.99,nuts,0.69,grid_india,24.19,8,38860.91,1486.79
flight_long,55.81,chicken,0.78,wind,12.25,6,32811.78,912.06
flight_short,61.25,beef,1.02,oil,20.16,9,64516.13,2988.24
walking,28.02,legumes,1.04,grid_india,25.6,8,18490.04,920.7
car_diesel,36.86,nuts,1.95,coal,25.46,1,3370.99,1042.4
car_petrol,25.4,eggs,1.57,oil,37.87,0,0.0,1167.48
train,57.1,legumes,1.69,hydro,7.21,4,26448.19,570.48
flight_short,64.0,fruits,1.9,coal,20.13,0,0.0,1087.29
flight_short,7.53,fish,2.28,wind,27.05,1,6378.29,546.98
motorcycle,29.4,dairy,2.49,hydro,8.3,7,16572.96,605.17
flight_short,58.01,eggs,0.69,solar,36.61,9,4886.0,749.32
car_petrol,77.09,legumes,1.22,oil,19.21,4,8960.55,938.55
flight_short,6.29,rice,1.75,solar,6.36,9,42529.19,1002.96
walking,34.29,chicken,2.48,oil,20.48,9,13844.4,1156.79
bicycle,22.17,pork,2.24,natural_gas,16.97,4,20992.18,1225.98
car_diesel,53.71,beef,1.42,hydro,25.76,1,3218.23,1396.75
flight_short,32.98,dairy,2.35,wind,6.9,8,42918.34,1133.92
flight_long,49.95,rice,1.91,hydro,25.29,0,0.0,526.54
car_diesel,6.44,beef,1.72,grid_india,33.1,5,22597.57,2180.26
car_diesel,47.95,eggs,1.79,hydro,25.41,7,8482.69,649.39
flight_short,57.7,rice,0.96,coal,26.24,3,7041.44,1371.62
motorcycle,19.75,fish,2.1,grid_us,39.9,3,6365.11,1101.0
car_petrol,51.7,dairy,1.74,wind,7.18,3,9318.91,556.11
car_petrol,68.94,pork,1.6,natural_gas,7.49,9,19982.19,1325.55
bus,9.14,rice,0.7,solar,20.35,3,23394.23,470.09
motorcycle,20.55,rice,0.94,grid_india,9.54,6,19451.81,685.45
bus,55.55,chicken,0.92,hydro,36.44,1,3069.84,414.44
flight_long,58.0,fish,1.46,grid_eu,22.69,7,36259.92,1324.38
flight_long,11.17,dairy,2.47,grid_eu,33.78,9,23529.54,909.16
bicycle,48.07,pork,2.48,coal,35.18,6,40804.86,2368.67
car_petrol,62.39,rice,1.24,wind,22.13,8,33554.14,1127.21
flight_long,13.78,lamb,0.75,nuclear,20.89,8,34831.04,1527.21
motorcycle,19.73,beef,2.14,hydro,24.87,8,34773.82,2349.0
flight_long,74.92,legumes,0.78,hydro,34.91,4,10359.29,685.64
car_ev,18.71,lamb,2.31,hydro,38.95,7,22986.4,3034.7
walking,32.55,legumes,1.17,wind,11.13,8,5514.24,130.01
train,70.56,dairy,1.68,solar,5.02,9,58000.15,1277.55
flight_short,24.9,beef,1.2,coal,15.29,7,51838.83,2465.03
flight_long,26.86,rice,2.35,nuclear,5.23,8,46149.3,1272.52
car_petrol,57.81,lamb,1.3,natural_gas,10.97,4,24886.8,2496.04
flight_long,53.5,pork,1.73,grid_us,21.39,4,3507.29,1249.25
bus,74.63,beef,2.09,natural_gas,12.54,0,0.0,2024.95
bicycle,50.62,rice,2.34,coal,26.38,9,30966.32,1395.08
car_petrol,20.81,fruits,1.85,wind,34.23,7,23834.43,590.06
car_diesel,28.85,pork,1.55,grid_us,14.9,2,6176.26,1008.21
car_petrol,54.0,rice,1.14,natural_gas,26.69,4,28545.65,1316.2
bus,31.28,beef,1.06,grid_eu,20.95,9,52833.37,2063.3
car_ev,28.39,pork,0.78,grid_india,20.5,0,0.0,821.65
motorcycle,45.58,nuts,0.87,natural_gas,37.5,8,18399.36,1017.01
flight_long,77.61,vegetables,2.33,oil,13.63,5,27321.76,1364.75
walking,53.56,rice,1.66,oil,15.3,2,12355.72,719.98
walking,58.78,dairy,2.27,solar,31.51,3,8562.26,373.63
flight_long,13.03,eggs,0.88,oil,16.97,8,55788.13,1410.69
car_petrol,13.77,fruits,1.1,solar,30.69,8,13864.33,386.42
bicycle,34.26,eggs,2.3,nuclear,28.05,1,1293.9,364.23
car_ev,35.81,fruits,1.15,coal,7.9,4,4962.12,389.8
train,39.8,rice,0.68,hydro,12.51,8,57741.88,1115.96
car_ev,54.4,nuts,0.95,nuclear,11.04,7,19058.77,494.44
flight_short,36.77,vegetables,0.56,grid_eu,20.09,1,877.62,498.92
flight_long,21.37,fish,1.73,coal,9.83,9,28746.59,1132.73
train,60.89,eggs,1.45,grid_india,10.54,0,0.0,469.64
flight_short,47.43,rice,2.12,hydro,31.67,0,0.0,549.05
motorcycle,74.94,eggs,1.86,grid_eu,28.94,8,40100.93,1402.7
flight_short,17.09,lamb,2.44,coal,37.48,6,21795.01,4366.51
flight_long,43.42,legumes,0.59,oil,7.69,2,4472.2,502.57
motorcycle,28.97,beef,2.3,natural_gas,8.71,3,10796.38,2283.4
walking,45.33,fish,0.64,solar,24.47,3,10931.61,300.3
motorcycle,77.65,vegetables,1.13,natural_gas,36.02,7,27892.19,1336.98
flight_long,52.66,vegetables,1.07,grid_eu,16.02,1,5580.79,644.08
flight_long,67.47,eggs,2.39,solar,31.88,5,11918.85,946.82
car_diesel,23.71,fruits,1.53,wind,36.56,5,14695.42,420.94
bicycle,20.82,eggs,2.14,oil,38.14,3,10100.68,1241.59
flight_long,24.94,legumes,2.06,grid_us,26.12,6,23684.29,810.29
bicycle,18.59,pork,2.27,wind,15.75,6,21773.7,1147.57
car_diesel,17.82,vegetables,2.09,grid_eu,7.94,9,27486.78,712.74
walking,22.54,legumes,2.16,hydro,39.11,6,14903.21,313.01
car_diesel,74.48,fruits,2.35,coal,5.34,2,1429.79,608.75
walking,49.13,chicken,2.45,natural_gas,7.17,7,50972.77,1442.54
flight_long,46.24,rice,0.69,coal,12.76,0,0.0,663.14
train,11.26,fruits,1.83,solar,22.24,4,23825.88,466.72
bus,57.04,chicken,0.82,grid_eu,12.3,4,24804.83,820.4
flight_short,30.99,lamb,1.32,natural_gas,6.98,3,14658.87,2108.6
car_ev,57.29,legumes,1.78,solar,36.01,3,8518.02,335.82
bicycle,15.58,chicken,0.71,wind,10.47,4,4460.71,226.96
bus,25.3,lamb,0.56,grid_us,10.47,6,8277.61,959.13
car_ev,48.34,pork,2.47,natural_gas,20.2,9,33355.34,1718.82
motorcycle,47.32,dairy,2.37,grid_india,33.81,6,7479.59,1263.14
car_petrol,71.74,nuts,0.89,wind,31.79,1,5018.52,641.52
bus,12.71,fruits,1.08,natural_gas,28.58,2,5864.94,611.31
car_diesel,62.44,lamb,1.65,solar,14.66,8,5103.17,2561.95
walking,56.93,rice,1.15,grid_india,31.15,9,21447.91,1080.97
bicycle,68.71,legumes,0.73,natural_gas,11.42,8,59731.57,1193.42
motorcycle,14.48,fruits,0.53,grid_us,14.05,3,12361.05,445.33
bus,18.1,legumes,1.77,grid_us,38.79,4,19306.44,906.42
flight_long,42.52,fruits,1.59,wind,26.03,1,7379.51,406.89
bus,79.36,eggs,1.55,solar,26.19,0,0.0,460.91
bus,75.94,pork,1.01,wind,28.16,7,10208.17,722.6
car_petrol,54.88,dairy,0.75,coal,34.1,1,2886.97,1269.67
bus,53.37,legumes,1.1,coal,5.48,2,6348.94,434.03
bus,47.43,vegetables,1.61,grid_us,18.44,1,5053.51,522.17
bicycle,34.24,beef,1.13,nuclear,7.84,6,47430.13,1808.5
walking,9.94,chicken,1.67,coal,16.2,4,11172.32,809.8
car_petrol,41.68,chicken,1.86,oil,17.76,2,10999.26,1162.03
bus,61.51,chicken,1.35,oil,30.56,8,21072.48,1313.77
bus,41.9,eggs,0.97,grid_india,9.39,9,39840.54,1043.92
bicycle,11.45,pork,2.16,oil,25.5,6,13518.34,1423.14
walking,27.17,legumes,0.58,oil,29.13,3,8424.85,750.74
motorcycle,45.86,chicken,1.96,grid_india,7.61,6,23978.17,1127.28
bicycle,57.53,eggs,1.61,oil,36.9,4,11473.19,1079.78
flight_short,52.11,beef,1.85,grid_eu,19.43,5,23142.69,2585.68
flight_long,28.85,legumes,2.44,grid_eu,33.55,2,2150.84,520.6
bus,35.05,rice,2.47,hydro,18.55,4,15261.0,651.48
bus,34.77,dairy,1.33,nuclear,27.71,1,1982.29,255.22
car_diesel,35.11,chicken,1.09,wind,28.65,3,18023.23,681.89
flight_short,9.39,beef,0.58,natural_gas,35.52,2,2747.17,1064.02
bus,10.95,legumes,1.69,grid_us,18.87,2,3271.68,328.62
bus,51.08,dairy,2.38,grid_eu,21.45,8,53706.32,1411.85
bus,63.76,fish,0.89,coal,16.31,9,70038.47,1794.67
flight_short,59.15,rice,2.1,oil,23.07,4,2314.81,1223.93
flight_long,78.69,fish,0.53,coal,24.84,4,15195.67,1505.21
bus,6.81,nuts,0.61,oil,11.62,1,3374.12,340.31
walking,38.09,legumes,1.68,coal,22.62,7,32621.07,1049.87
flight_short,39.96,dairy,1.7,nuclear,13.66,6,30229.03,992.42
bicycle,6.58,eggs,0.62,nuclear,32.57,4,17702.04,363.75
walking,45.72,fruits,0.66,oil,11.46,2,1767.25,277.82
car_ev,71.27,rice,2.18,solar,21.61,2,1930.62,378.61
motorcycle,48.04,pork,2.26,wind,6.7,6,4982.96,1075.78
train,38.84,fruits,2.39,grid_india,15.38,8,60215.67,1336.21
bicycle,14.52,fruits,2.01,grid_us,10.81,6,47527.74,979.37
car_diesel,74.6,legumes,1.61,natural_gas,28.53,8,7324.95,970.97
motorcycle,35.81,vegetables,1.33,solar,25.29,3,5484.35,347.22
flight_long,34.49,fish,0.69,hydro,26.61,1,5581.59,453.18
flight_long,13.43,nuts,0.65,natural_gas,26.97,6,38209.16,1146.92
motorcycle,34.95,pork,1.98,hydro,11.33,5,9804.01,1008.09
flight_long,25.45,nuts,1.66,oil,23.27,3,20994.52,1076.51
car_diesel,53.92,rice,1.6,nuclear,24.9,5,7570.65,589.27
car_ev,34.7,rice,0.82,nuclear,25.01,9,65725.33,1314.47
flight_long,49.18,legumes,1.2,coal,27.96,6,27906.23,1375.89
car_diesel,10.19,rice,1.01,nuclear,32.31,3,17235.14,492.58
bicycle,64.72,fruits,1.53,coal,9.66,4,29358.79,733.75
car_petrol,57.05,lamb,1.08,natural_gas,19.54,8,18554.7,2153.62
car_diesel,75.61,dairy,1.65,coal,8.2,1,5858.11,817.2
bus,35.55,pork,2.29,solar,14.64,0,0.0,989.6
car_diesel,52.02,dairy,1.36,hydro,36.96,0,0.0,427.9
car_petrol,25.16,nuts,2.08,natural_gas,15.72,5,24612.01,958.23
walking,43.86,chicken,1.66,grid_india,19.01,8,40290.37,1344.91
bus,53.7,vegetables,1.12,grid_eu,37.65,2,9361.07,707.63
car_diesel,71.44,chicken,2.49,grid_eu,12.29,8,56785.14,2027.45
bicycle,15.32,legumes,0.94,grid_eu,35.07,7,25353.8,753.22
bicycle,62.0,lamb,1.86,nuclear,26.71,6,6767.62,2279.98
walking,63.64,dairy,0.8,natural_gas,16.5,6,8882.28,491.66
flight_long,52.4,dairy,1.51,grid_eu,10.15,5,14247.49,801.3
train,22.42,legumes,0.51,grid_india,33.88,8,23423.85,1110.33
car_ev,76.72,dairy,0.55,coal,7.19,5,6588.01,468.08
motorcycle,11.18,chicken,1.47,coal,15.59,6,41575.39,1362.22
motorcycle,12.31,eggs,1.87,grid_us,6.88,7,15642.2,658.2
car_ev,27.95,nuts,2.1,hydro,5.18,2,15285.8,481.53
motorcycle,70.34,eggs,2.22,grid_us,39.53,7,39080.47,1548.7
bus,51.87,pork,0.84,grid_india,35.09,0,0.0,1167.05
bicycle,66.54,fruits,1.6,natural_gas,19.06,4,17333.41,646.89
car_petrol,39.57,fish,2.46,oil,29.83,2,13582.81,1571.12
car_petrol,27.82,chicken,0.73,natural_gas,15.72,1,853.98,584.67
flight_short,31.23,lamb,1.76,grid_india,29.33,8,11937.28,3138.33
bus,45.82,beef,0.61,grid_us,11.01,1,3804.99,821.63
flight_long,42.91,vegetables,0.78,grid_india,18.89,1,1050.23,751.5
bus,36.66,fish,2.14,wind,33.71,9,49964.39,1423.39
car_petrol,25.77,dairy,2.0,wind,28.13,5,14183.94,566.84
car_ev,9.1,rice,1.46,grid_eu,12.69,8,37229.41,930.01
flight_short,68.29,eggs,2.14,hydro,30.65,0,0.0,848.18
motorcycle,28.08,lamb,0.65,coal,30.16,8,48962.74,2481.79
flight_short,13.1,lamb,0.61,grid_eu,14.61,0,0.0,908.94
train,56.49,fruits,2.25,natural_gas,35.31,2,1475.84,724.5
car_diesel,39.56,pork,2.12,natural_gas,39.54,7,18170.88,1878.7
car_petrol,69.31,legumes,1.03,grid_eu,17.1,9,20345.92,910.41
car_ev,6.37,chicken,2.16,hydro,39.72,5,11543.7,680.32
flight_long,21.79,eggs,2.45,oil,16.56,1,6799.98,853.74
car_diesel,27.32,beef,1.13,nuclear,10.75,7,9931.14,1165.75
car_diesel,73.21,beef,2.14,hydro,7.72,2,8147.9,2284.89
train,69.47,nuts,1.38,hydro,5.46,0,0.0,189.6
flight_long,78.56,fish,1.07,natural_gas,18.2,3,18477.08,1222.94
flight_long,49.42,lamb,0.84,coal,22.62,5,27052.2,2465.3
train,35.11,pork,1.25,coal,6.39,9,18668.09,913.72
walking,60.1,chicken,0.86,grid_us,29.71,1,6226.37,663.79
walking,62.6,pork,0.88,natural_gas,20.76,8,59058.84,1540.94
car_ev,66.95,lamb,2.35,grid_us,16.72,3,15802.02,3157.28
car_diesel,56.66,fish,1.26,coal,19.91,2,4562.25,1064.36
walking,47.33,nuts,1.7,grid_us,23.41,0,0.0,354.87
bus,43.8,vegetables,1.87,hydro,7.53,9,25836.84,579.08
walking,59.4,legumes,0.67,grid_us,7.82,7,14370.5,315.92
bicycle,5.45,vegetables,0.99,grid_india,15.77,0,0.0,399.37
car_diesel,77.44,rice,1.93,wind,24.13,6,15706.56,850.61
car_diesel,20.09,beef,0.73,solar,38.32,3,14620.38,1031.29
bicycle,28.55,legumes,1.43,wind,35.54,9,66546.54,1027.39
car_petrol,38.36,fish,0.88,coal,36.83,0,0.0,1230.91
car_petrol,28.41,pork,1.37,nuclear,34.15,7,45181.59,1417.75
bus,65.38,eggs,1.29,coal,5.7,5,27765.86,978.97
walking,48.76,dairy,1.21,solar,11.52,8,17147.56,414.06
car_petrol,61.15,chicken,0.93,solar,23.6,9,69106.6,1618.91
car_petrol,72.35,nuts,1.57,grid_india,28.82,9,38990.53,1724.44
walking,78.3,dairy,1.28,natural_gas,10.36,2,8385.43,408.93
motorcycle,62.73,chicken,1.34,oil,16.96,5,21147.02,1186.61
train,34.52,dairy,1.61,oil,16.9,4,4644.03,634.79
flight_long,68.57,legumes,1.05,oil,10.79,6,38506.03,1275.42
motorcycle,29.16,legumes,1.91,grid_eu,28.34,2,5594.02,433.09
flight_long,58.94,nuts,0.89,nuclear,14.06,8,53298.49,1290.69
car_ev,41.17,dairy,1.7,natural_gas,18.29,5,36188.32,1076.13
car_diesel,59.57,lamb,0.74,grid_eu,25.71,7,20740.24,1690.26
bicycle,35.59,fruits,1.17,wind,30.48,4,26155.23,473.37
motorcycle,63.08,fruits,1.37,hydro,31.25,5,23431.42,682.58
motorcycle,34.09,vegetables,1.16,hydro,34.27,5,15112.13,451.73
flight_long,8.07,eggs,1.61,natural_gas,7.21,2,2281.05,421.84
train,26.1,dairy,1.47,natural_gas,7.62,8,31409.07,814.16
walking,19.62,vegetables,2.04,grid_eu,25.19,6,4640.75,430.14
car_diesel,12.54,fish,0.58,oil,35.13,5,27017.0,1280.72
motorcycle,51.29,nuts,0.96,nuclear,31.83,1,7775.56,390.84
motorcycle,43.79,fruits,1.76,wind,15.15,9,55649.92,1173.97
flight_short,17.73,nuts,2.35,wind,8.97,1,7346.01,454.3
car_ev,30.75,fruits,1.53,grid_eu,23.02,1,620.21,333.12
car_diesel,33.27,eggs,1.89,wind,18.79,9,43357.4,1166.33
bicycle,35.48,fish,1.57,grid_eu,30.17,8,11877.28,694.08
car_diesel,68.37,rice,2.32,grid_india,19.08,2,5514.49,1155.95
car_petrol,20.68,nuts,1.73,wind,39.84,4,16056.71,504.73
car_petrol,78.85,rice,0.91,solar,34.35,4,11537.14,691.94
bus,34.1,rice,0.74,natural_gas,37.74,6,45360.05,1482.29
walking,32.26,fruits,1.36,wind,16.63,7,36442.06,614.74
flight_short,26.21,nuts,2.41,natural_gas,6.64,3,23473.9,790.49
car_diesel,65.14,pork,1.78,wind,11.32,2,9138.6,1059.98
bus,41.69,lamb,1.98,grid_eu,37.35,3,8248.41,3014.88
walking,32.7,fruits,0.74,grid_india,25.42,9,49997.56,1420.38
flight_long,5.55,rice,0.76,grid_india,15.88,1,6926.27,527.1
car_petrol,58.79,vegetables,2.1,solar,37.86,3,18530.87,844.21
car_diesel,41.04,beef,0.72,wind,19.6,9,60286.36,1818.38
train,9.67,dairy,2.44,wind,19.06,0,0.0,247.3
car_diesel,18.18,chicken,1.1,solar,39.06,6,3429.45,440.65
train,29.95,lamb,2.14,nuclear,39.58,9,26723.07,2992.52
walking,58.23,nuts,1.91,wind,8.38,0,0.0,141.41
train,62.44,beef,0.54,wind,5.68,3,15132.68,749.04
bus,47.15,rice,2.29,coal,39.53,9,38901.81,1998.64
bicycle,72.05,fruits,1.47,grid_india,37.58,3,11688.56,1049.54
flight_short,76.41,pork,1.31,coal,25.57,9,43551.57,2266.06
bicycle,38.57,vegetables,1.38,hydro,7.24,3,8620.29,225.11
flight_long,58.47,eggs,1.17,coal,36.84,0,0.0,1378.52
car_ev,76.13,dairy,1.64,grid_eu,38.63,3,19234.52,912.31
bus,61.15,fish,2.49,wind,38.45,6,26999.56,1047.46
bus,12.27,chicken,2.45,wind,7.02,3,15073.02,797.81
train,43.64,vegetables,1.84,natural_gas,17.98,7,46402.53,1092.32
flight_long,33.84,nuts,0.98,grid_india,16.75,2,9647.33,826.11
car_petrol,19.06,beef,0.97,nuclear,22.89,1,6835.98,988.65
car_diesel,54.08,beef,1.64,grid_india,25.41,1,3290.33,2187.6
bicycle,70.03,rice,2.43,oil,24.26,3,20342.62,1047.06
bicycle,71.68,lamb,1.55,hydro,14.34,3,6682.18,1984.39
walking,29.06,lamb,0.51,nuclear,19.39,9,39768.53,1219.34
walking,63.97,dairy,1.86,oil,26.26,6,25321.92,1102.07
walking,25.87,lamb,2.18,hydro,34.53,1,2822.52,2605.36
car_ev,15.03,fruits,0.74,coal,26.71,7,49578.84,1530.26
bus,21.02,fish,1.94,grid_us,12.61,2,3089.79,593.43
flight_short,78.23,legumes,1.34,solar,13.46,7,41121.83,1231.39
bicycle,63.33,chicken,1.99,hydro,29.05,7,15701.21,660.71
car_petrol,57.62,vegetables,2.06,natural_gas,16.53,9,34482.42,1330.26
walking,16.73,rice,1.36,oil,21.61,4,17548.39,978.65
flight_long,18.06,fruits,1.76,natural_gas,20.56,6,16340.02,715.19
bicycle,46.55,dairy,2.36,hydro,29.77,5,13817.5,475.71
flight_short,52.13,nuts,0.58,grid_india,25.21,3,7475.05,1065.35
car_diesel,52.92,fish,2.23,oil,15.24,9,22395.14,1391.9
car_diesel,21.52,eggs,1.67,natural_gas,35.7,8,20028.64,1193.17
flight_long,67.11,rice,1.79,grid_eu,26.75,9,21879.85,1234.3
walking,72.46,legumes,1.27,nuclear,33.74,4,27049.21,470.84
bicycle,74.93,eggs,1.78,oil,20.29,2,12836.44,874.8
bus,54.07,eggs,1.89,coal,34.27,5,39085.07,2021.33
car_ev,45.44,nuts,2.46,grid_us,31.31,3,2398.83,702.21
car_ev,12.28,nuts,1.69,grid_eu,6.93,1,3977.17,258.62
train,9.95,eggs,2.33,oil,21.73,9,50569.54,1471.0
walking,58.65,nuts,0.61,wind,9.38,0,0.0,50.22
motorcycle,78.73,legumes,0.65,hydro,30.79,9,21014.22,627.25
flight_short,67.91,legumes,1.2,coal,24.27,5,6320.45,1238.49
bicycle,44.53,vegetables,0.68,grid_eu,31.36,5,9497.13,481.76
bus,19.21,fish,0.61,nuclear,18.88,5,4337.67,256.2
car_petrol,45.6,vegetables,1.69,grid_india,38.83,2,4906.05,1287.01
motorcycle,60.63,fish,2.29,grid_eu,17.34,9,13265.35,1026.69
car_petrol,10.81,fruits,0.87,hydro,16.5,5,24203.37,506.44
flight_short,63.27,fruits,1.91,nuclear,33.32,5,30532.02,1030.72
car_petrol,6.44,legumes,2.42,solar,38.39,8,13990.21,391.13
flight_long,18.19,eggs,1.74,grid_eu,21.93,7,11072.6,718.94
motorcycle,16.0,beef,1.01,grid_us,17.28,0,0.0,1157.06
car_ev,73.37,fish,1.31,grid_eu,5.08,1,2711.13,461.92
flight_long,73.65,dairy,2.26,coal,8.62,1,7302.39,882.65
flight_long,21.73,chicken,1.41,solar,11.66,0,0.0,450.51
walking,43.49,fish,0.78,hydro,20.83,3,20400.42,444.73
bus,17.51,chicken,0.97,natural_gas,17.39,8,25953.96,892.56
flight_long,6.33,eggs,0.84,coal,36.18,2,13485.87,1224.23
car_petrol,17.27,chicken,0.51,coal,39.5,6,8931.31,1300.45
bicycle,63.55,fish,2.13,solar,27.07,6,12798.69,650.0
car_ev,48.01,fruits,2.37,grid_eu,37.92,4,28242.31,886.41
bus,70.68,vegetables,0.51,natural_gas,30.24,5,29477.06,1191.28
bus,52.01,vegetables,0.69,nuclear,13.23,2,7077.96,286.65
walking,73.22,chicken,2.14,grid_us,33.19,3,10808.39,1013.85
car_petrol,77.41,fish,0.67,natural_gas,32.83,5,39568.39,1650.73
car_petrol,27.46,lamb,1.04,oil,12.13,8,24533.53,2002.26
car_ev,52.23,vegetables,1.92,nuclear,39.52,6,5445.66,319.83
car_diesel,23.28,fish,1.39,grid_eu,30.62,8,49170.85,1489.18
flight_long,14.59,eggs,1.57,oil,21.61,7,26183.53,1182.63
walking,66.02,chicken,1.71,nuclear,36.86,1,1582.34,418.39
motorcycle,7.16,nuts,2.25,natural_gas,17.08,7,49803.72,1312.36
motorcycle,56.73,legumes,0.54,grid_eu,20.24,2,8770.23,550.91
walking,61.29,nuts,1.94,oil,35.73,0,0.0,856.93
motorcycle,22.75,nuts,0.64,coal,19.55,5,30209.89,1166.71
car_petrol,45.59,beef,1.48,natural_gas,6.95,9,28715.12,2026.08
car_petrol,14.8,lamb,2.33,natural_gas,20.79,7,34692.16,3731.77
bicycle,41.93,fruits,0.66,grid_eu,37.02,5,19869.98,675.57
flight_short,72.4,dairy,0.8,grid_us,26.8,8,14897.89,1181.69
flight_long,21.54,chicken,1.31,natural_gas,29.86,1,1439.23,846.19
flight_short,31.91,beef,1.93,natural_gas,38.8,3,23149.79,2742.69
car_ev,23.41,chicken,2.05,natural_gas,8.52,8,23854.89,1046.88
flight_long,65.04,pork,1.77,grid_eu,37.38,9,11495.48,1466.33
car_ev,30.39,dairy,2.5,oil,19.28,2,10751.7,851.62
car_diesel,32.65,dairy,0.77,coal,19.01,9,13902.91,893.48
flight_long,62.89,chicken,0.66,coal,36.77,7,21427.14,1810.65
car_diesel,20.07,eggs,2.44,wind,15.12,4,3495.8,501.47
car_petrol,33.28,beef,1.05,wind,39.4,6,14600.03,1297.94
walking,6.0,fish,1.42,hydro,28.36,8,34193.22,812.6
walking,41.4,vegetables,2.14,coal,11.03,2,10196.74,543.07
flight_short,24.97,vegetables,2.11,oil,26.78,3,12792.06,1049.32
motorcycle,60.13,beef,0.76,natural_gas,28.42,1,2455.06,1274.78
bicycle,12.64,dairy,0.7,natural_gas,29.39,0,0.0,501.41
flight_short,29.0,fruits,2.25,coal,18.48,3,14855.44,982.1
walking,57.53,dairy,2.21,coal,7.76,4,30084.89,845.77
bicycle,32.11,fruits,1.57,solar,25.45,4,16789.48,336.5
car_petrol,67.4,lamb,1.68,hydro,25.05,5,32273.32,2440.57
train,44.58,vegetables,0.71,grid_eu,32.06,9,16011.32,578.66
flight_long,29.24,fruits,1.08,oil,20.66,1,2965.7,649.1
car_petrol,18.83,eggs,1.42,solar,30.59,8,46557.77,1103.35
flight_short,26.46,dairy,1.63,hydro,37.1,9,59735.28,1333.24
walking,70.58,fruits,1.36,grid_eu,14.36,7,15804.43,453.64
bus,45.86,lamb,2.33,grid_us,28.06,7,17414.98,3566.59
walking,44.61,fish,0.72,coal,32.54,3,17869.57,1235.8
train,20.05,lamb,0.89,natural_gas,26.72,3,10736.22,1560.91
car_diesel,13.4,legumes,2.1,grid_india,39.34,7,49486.48,1715.66
car_diesel,7.06,fruits,1.75,oil,11.12,2,1754.84,347.48
motorcycle,19.05,dairy,0.91,grid_eu,30.32,2,10984.76,605.37
car_diesel,59.74,fish,1.01,grid_india,19.26,2,9497.77,1053.94
train,15.66,beef,1.42,coal,6.91,1,7141.7,1321.16
flight_long,43.08,dairy,0.72,coal,5.55,5,13645.53,706.12
flight_short,24.26,rice,1.89,grid_india,11.97,7,52717.76,1458.86
car_petrol,74.05,nuts,0.92,grid_india,29.61,6,43230.32,1870.34
flight_short,24.7,chicken,2.4,natural_gas,16.04,7,39293.74,1585.32
bus,31.3,fish,0.71,natural_gas,10.37,6,28458.39,856.3
walking,16.36,lamb,1.22,grid_india,11.66,6,7761.23,1731.15
bus,10.28,nuts,1.28,nuclear,22.26,4,18622.98,440.71
walking,77.91,pork,1.79,grid_india,35.34,6,32962.39,1870.86
car_ev,60.54,pork,1.71,grid_eu,5.37,8,31828.59,1236.35
flight_long,26.54,legumes,0.54,solar,24.25,4,22193.34,614.45
train,78.11,legumes,2.31,hydro,35.22,7,50724.42,873.99
car_diesel,74.63,lamb,1.41,grid_eu,25.68,6,37878.68,3064.14
flight_short,19.62,rice,2.11,coal,29.98,0,0.0,1231.5
train,12.69,rice,2.43,natural_gas,15.6,6,20524.56,865.11
bus,57.38,pork,1.2,nuclear,29.58,1,2836.34,655.64
motorcycle,6.63,pork,2.06,hydro,24.8,4,13285.71,1024.69
car_petrol,71.65,chicken,1.96,grid_us,16.98,0,0.0,900.49
train,28.59,fish,0.56,grid_india,29.77,0,0.0,708.33
bicycle,76.31,pork,1.87,grid_eu,6.84,0,0.0,658.93
flight_short,25.04,fish,0.99,nuclear,9.4,0,0.0,341.75
motorcycle,12.89,chicken,1.8,nuclear,19.62,6,15314.99,661.91
motorcycle,49.72,legumes,0.85,nuclear,6.31,6,37914.25,732.83
bicycle,39.37,dairy,0.92,grid_us,21.3,0,0.0,301.94
car_diesel,48.66,legumes,1.76,grid_india,22.63,3,22108.54,1068.14
bicycle,7.96,fish,1.66,wind,38.88,5,25020.05,740.23
bicycle,53.42,dairy,1.97,oil,39.71,6,15589.51,1165.25
