transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,waste_co2_monthly,clothing_co2_monthly,grocery_bill_monthly,energy_efficient,monthly_co2_kg
car_petrol,224.37,chicken,0.15,coal,4.17,8,16000.0,4.33,15.83,123.0,1,350.25
bus,46.27,dairy,0.75,coal,4.86,1,2000.0,2.17,4.17,75.0,0,71.33
car_ev,5.3,dairy,0.75,grid_eu,3.01,4,8000.0,106.09,27.5,256.0,0,202.75
car_petrol,265.87,dairy,0.75,coal,3.44,0,0.0,75.78,12.5,73.0,0,373.58
bus,34.4,chicken,0.15,grid_eu,4.23,0,0.0,15.16,10.83,273.0,1,138.42
bus,45.03,vegetables,0.9,coal,3.47,1,2000.0,25.98,10.83,129.0,0,123.67
bus,14.53,dairy,0.75,natural_gas,3.58,8,16000.0,4.33,38.33,65.0,1,246.25
car_petrol,153.17,vegetables,0.9,coal,4.15,1,2000.0,17.32,34.17,231.0,1,215.83
bus,25.67,dairy,0.75,coal,2.86,0,0.0,8.66,30.83,271.0,0,97.17
bus,54.4,chicken,0.15,natural_gas,3.95,1,2000.0,17.32,19.17,137.0,0,145.17
bus,2.3,fish,0.15,natural_gas,3.02,1,2000.0,75.78,12.5,54.0,0,135.67
bus,62.53,fish,0.15,grid_eu,4.89,0,0.0,34.64,30.83,219.0,0,174.17
bus,5.27,vegetables,0.9,coal,3.47,0,0.0,12.99,31.67,68.0,0,110.58
bus,27.93,chicken,0.15,coal,4.76,4,8000.0,90.93,4.17,289.0,1,222.75
car_diesel,90.77,dairy,0.75,grid_eu,4.12,1,2000.0,60.62,23.33,76.0,0,222.0
bus,19.77,vegetables,0.9,grid_eu,5.07,4,8000.0,8.66,21.67,67.0,0,103.25
car_petrol,163.67,vegetables,0.9,coal,3.62,0,0.0,75.78,33.33,296.0,0,249.25
bicycle,2.03,chicken,0.15,natural_gas,4.29,1,2000.0,30.31,15.83,244.0,0,140.67
bicycle,1.8,chicken,0.15,coal,3.66,1,2000.0,4.33,40.83,105.0,1,130.25
car_diesel,147.5,fish,0.15,natural_gas,4.23,1,2000.0,8.66,10.83,275.0,0,260.58
bicycle,2.83,chicken,0.15,coal,3.97,8,16000.0,51.96,34.17,83.0,1,341.25
car_petrol,247.8,dairy,0.75,coal,4.8,1,2000.0,25.98,11.67,162.0,1,207.17
car_petrol,241.93,chicken,0.15,grid_eu,3.53,4,8000.0,8.66,22.5,209.0,0,423.5
bicycle,0.23,vegetables,0.9,coal,4.22,0,0.0,75.78,32.5,76.0,1,180.0
bicycle,2.47,dairy,0.75,coal,3.15,4,8000.0,6.5,15.83,72.0,0,174.25
bicycle,1.23,vegetables,0.9,grid_eu,5.42,0,0.0,75.78,25.0,282.0,0,141.33
car_ev,39.0,vegetables,0.9,coal,5.07,0,0.0,2.17,0.83,298.0,1,84.08
car_petrol,229.67,chicken,0.15,coal,5.41,0,0.0,4.33,32.5,170.0,1,177.83
bus,16.87,vegetables,0.9,coal,3.69,1,2000.0,8.66,35.83,234.0,1,170.58
bicycle,3.3,chicken,0.15,natural_gas,4.49,0,0.0,51.96,23.33,282.0,0,182.5
car_ev,56.5,dairy,0.75,natural_gas,5.34,0,0.0,12.99,25.83,215.0,1,98.08
car_ev,189.03,fish,0.15,grid_eu,5.54,4,8000.0,8.66,37.5,175.0,1,151.17
car_ev,285.1,chicken,0.15,grid_eu,3.69,0,0.0,25.98,36.67,190.0,1,107.0
bus,47.27,fish,0.15,coal,4.97,1,2000.0,60.62,5.0,73.0,1,153.25
bus,12.73,fish,0.15,grid_eu,4.98,1,2000.0,25.98,20.0,214.0,0,85.5
car_petrol,166.83,chicken,0.15,natural_gas,5.86,0,0.0,51.96,30.83,127.0,1,216.67
bicycle,2.57,dairy,0.75,grid_eu,4.2,8,16000.0,60.62,27.5,62.0,0,182.42
bus,6.47,dairy,0.75,grid_eu,4.65,1,2000.0,17.32,37.5,199.0,0,125.0
bus,48.2,dairy,0.75,coal,5.0,4,8000.0,12.99,20.83,256.0,0,140.42
bicycle,1.93,vegetables,0.9,coal,4.27,4,8000.0,25.98,21.67,223.0,0,159.5
car_petrol,252.33,vegetables,0.9,natural_gas,3.98,1,2000.0,30.31,40.0,185.0,0,237.08
car_petrol,276.6,vegetables,0.9,natural_gas,3.42,1,2000.0,17.32,10.0,125.0,0,179.33
car_ev,107.2,fish,0.15,coal,4.06,8,16000.0,2.17,16.67,294.0,0,214.75
car_petrol,331.5,chicken,0.15,coal,4.03,1,2000.0,12.99,7.5,187.0,1,351.67
bus,16.63,fish,0.15,natural_gas,4.17,0,0.0,51.96,4.17,155.0,1,99.92
bus,47.53,vegetables,0.9,coal,3.91,4,8000.0,25.98,10.83,277.0,0,129.33
car_ev,3.17,chicken,0.15,coal,4.81,8,16000.0,10.82,12.5,296.0,1,274.5
car_diesel,48.9,vegetables,0.9,coal,3.61,8,16000.0,12.99,23.33,213.0,0,270.25
bus,39.07,fish,0.15,coal,4.7,0,0.0,30.31,36.67,269.0,0,139.58
bus,40.4,dairy,0.75,grid_eu,4.43,1,2000.0,15.16,20.0,86.0,0,108.67
bicycle,3.3,chicken,0.15,grid_eu,5.28,8,16000.0,51.96,20.0,228.0,0,239.83
car_petrol,92.9,fish,0.15,grid_eu,6.04,0,0.0,17.32,13.33,243.0,1,93.83
bicycle,0.23,chicken,0.15,natural_gas,4.92,1,2000.0,25.98,23.33,276.0,0,124.08
car_ev,111.57,chicken,0.15,grid_eu,5.79,4,8000.0,17.32,33.33,292.0,1,162.83
bus,49.17,vegetables,0.9,grid_eu,3.39,4,8000.0,60.62,25.83,282.0,0,163.08
bus,62.43,fish,0.15,natural_gas,3.58,8,16000.0,106.09,30.0,74.0,0,314.83
bus,55.37,vegetables,0.9,natural_gas,6.3,8,16000.0,30.31,24.17,208.0,1,172.42
bus,25.8,chicken,0.15,coal,3.29,4,8000.0,17.32,28.33,260.0,0,201.75
bus,34.77,vegetables,0.9,grid_eu,4.0,8,16000.0,8.66,35.0,294.0,0,233.42
car_petrol,300.2,fish,0.15,grid_eu,5.93,4,8000.0,8.66,38.33,52.0,0,462.25
bicycle,0.5,vegetables,0.9,natural_gas,5.22,4,8000.0,30.31,18.33,229.0,0,195.25
bus,39.97,dairy,0.75,natural_gas,3.9,0,0.0,75.78,17.5,291.0,0,186.0
bicycle,0.67,dairy,0.75,coal,3.74,4,8000.0,17.32,28.33,184.0,0,192.42
car_diesel,135.27,vegetables,0.9,coal,4.62,1,2000.0,45.47,11.67,131.0,0,186.08
bicycle,3.17,vegetables,0.9,coal,4.52,4,8000.0,8.66,6.67,288.0,1,118.25
bicycle,2.37,chicken,0.15,coal,4.58,4,8000.0,21.65,2.5,192.0,1,173.92
bus,53.43,dairy,0.75,grid_eu,4.17,8,16000.0,43.3,36.67,175.0,0,235.75
bus,53.17,fish,0.15,natural_gas,4.54,8,16000.0,17.32,40.83,64.0,0,254.75
bicycle,3.07,vegetables,0.9,coal,4.81,4,8000.0,34.64,7.5,62.0,0,194.75
bicycle,2.67,dairy,0.75,natural_gas,4.85,4,8000.0,12.99,41.67,56.0,0,137.58
bicycle,0.7,dairy,0.75,grid_eu,4.56,4,8000.0,25.98,25.83,209.0,0,184.5
bicycle,1.03,chicken,0.15,grid_eu,3.24,4,8000.0,12.99,12.5,136.0,0,116.83
bicycle,0.1,fish,0.15,coal,4.62,8,16000.0,4.33,10.0,284.0,0,193.08
car_ev,89.93,dairy,0.75,coal,4.74,0,0.0,4.33,41.67,276.0,1,168.92
car_ev,52.67,fish,0.15,natural_gas,2.84,0,0.0,43.3,15.83,209.0,0,128.58
car_petrol,184.7,chicken,0.15,coal,5.02,1,2000.0,6.5,1.67,86.0,0,210.17
car_petrol,233.8,chicken,0.15,grid_eu,3.53,1,2000.0,17.32,8.33,238.0,0,333.0
bus,37.4,chicken,0.15,coal,4.54,8,16000.0,21.65,4.17,79.0,1,222.75
car_petrol,54.8,vegetables,0.9,coal,2.86,0,0.0,6.5,22.5,200.0,1,186.25
bus,61.8,dairy,0.75,natural_gas,5.49,1,2000.0,25.98,24.17,214.0,1,114.83
bicycle,2.4,fish,0.15,natural_gas,3.37,8,16000.0,90.93,32.5,59.0,1,244.92
car_petrol,146.1,vegetables,0.9,grid_eu,4.46,8,16000.0,4.33,5.0,235.0,0,359.25
bicycle,2.3,fish,0.15,coal,4.69,4,8000.0,30.31,23.33,50.0,0,175.58
car_petrol,198.47,chicken,0.15,natural_gas,5.41,0,0.0,60.62,9.17,122.0,0,284.92
car_diesel,308.6,dairy,0.75,coal,3.85,1,2000.0,8.66,16.67,218.0,1,309.42
car_ev,68.03,vegetables,0.9,natural_gas,4.78,4,8000.0,8.66,1.67,156.0,0,123.67
car_ev,67.77,chicken,0.15,coal,3.46,0,0.0,106.09,33.33,289.0,0,209.75
bus,65.27,dairy,0.75,coal,5.79,4,8000.0,30.31,7.5,168.0,0,157.5
bicycle,1.93,dairy,0.75,coal,4.37,4,8000.0,43.3,31.67,242.0,0,255.92
bicycle,3.07,vegetables,0.9,coal,4.03,4,8000.0,60.62,26.67,73.0,0,172.75
bicycle,3.1,dairy,0.75,coal,4.74,8,16000.0,15.16,35.83,145.0,1,186.08
car_ev,264.2,chicken,0.15,coal,5.86,0,0.0,75.78,5.83,214.0,0,137.0
bus,66.27,chicken,0.15,grid_eu,4.49,8,16000.0,30.31,8.33,117.0,0,246.42
bus,25.23,dairy,0.75,natural_gas,3.59,4,8000.0,60.62,20.83,118.0,0,189.83
car_petrol,283.23,chicken,0.15,coal,5.59,1,2000.0,12.99,19.17,292.0,0,234.42
bicycle,2.07,fish,0.15,coal,3.71,4,8000.0,8.66,35.0,162.0,0,165.25
car_petrol,177.43,vegetables,0.9,coal,4.74,1,2000.0,45.47,2.5,209.0,0,231.58
bicycle,0.57,dairy,0.75,grid_eu,5.56,8,16000.0,21.65,14.17,222.0,1,184.33
bus,0.17,vegetables,0.9,natural_gas,4.64,8,16000.0,4.33,13.33,181.0,1,242.5
bus,66.57,fish,0.15,coal,4.93,1,2000.0,2.17,20.0,74.0,1,87.58
car_petrol,238.43,vegetables,0.9,natural_gas,4.11,4,8000.0,106.09,14.17,120.0,0,420.33
bus,43.37,chicken,0.15,natural_gas,5.73,0,0.0,30.31,27.5,163.0,1,132.92
car_petrol,95.47,vegetables,0.9,coal,6.39,4,8000.0,106.09,39.17,264.0,0,312.08
car_petrol,200.97,vegetables,0.9,coal,4.6,1,2000.0,12.99,27.5,252.0,0,257.0
car_ev,27.5,fish,0.15,coal,4.64,4,8000.0,106.09,17.5,68.0,1,190.0
bus,22.0,fish,0.15,coal,5.11,8,16000.0,25.98,18.33,177.0,1,305.75
bus,32.23,fish,0.15,coal,4.17,8,16000.0,4.33,5.0,94.0,1,143.67
bus,37.03,chicken,0.15,grid_eu,3.86,1,2000.0,6.5,28.33,247.0,0,141.25
bus,29.47,vegetables,0.9,grid_eu,4.21,8,16000.0,8.66,15.83,144.0,0,201.92
car_diesel,23.47,vegetables,0.9,coal,3.33,4,8000.0,51.96,19.17,99.0,0,177.5
car_petrol,83.8,chicken,0.15,natural_gas,5.38,1,2000.0,43.3,37.5,278.0,0,185.33
car_petrol,106.93,chicken,0.15,natural_gas,4.31,8,16000.0,8.66,7.5,89.0,0,254.83
bus,65.13,fish,0.15,grid_eu,3.64,8,16000.0,2.17,20.83,69.0,1,166.17
bicycle,3.07,dairy,0.75,coal,3.44,0,0.0,51.96,30.83,62.0,1,133.75
bus,47.93,chicken,0.15,natural_gas,5.03,1,2000.0,60.62,21.67,110.0,0,145.92
bus,64.1,vegetables,0.9,natural_gas,4.49,4,8000.0,106.09,1.67,223.0,0,200.42
bus,28.2,fish,0.15,natural_gas,3.47,4,8000.0,60.62,7.5,73.0,1,161.75
bicycle,2.17,chicken,0.15,coal,3.58,1,2000.0,75.78,5.83,248.0,0,182.92
bicycle,1.37,chicken,0.15,grid_eu,5.73,4,8000.0,6.5,39.17,145.0,1,175.5
bus,21.17,fish,0.15,coal,4.97,1,2000.0,60.62,38.33,216.0,0,209.67
car_petrol,328.07,dairy,0.75,grid_eu,4.24,0,0.0,60.62,38.33,255.0,0,246.33
bicycle,2.57,fish,0.15,natural_gas,4.83,4,8000.0,8.66,38.33,54.0,0,139.83
car_petrol,265.1,chicken,0.15,grid_eu,4.88,0,0.0,60.62,17.5,189.0,0,363.08
bicycle,1.6,dairy,0.75,coal,2.99,4,8000.0,6.5,25.83,216.0,0,187.42
bicycle,2.87,fish,0.15,natural_gas,4.08,0,0.0,15.16,2.5,273.0,1,64.67
bicycle,0.6,fish,0.15,grid_eu,5.24,4,8000.0,60.62,33.33,281.0,0,232.83
bicycle,2.17,dairy,0.75,coal,4.84,0,0.0,75.78,39.17,171.0,0,161.58
car_petrol,61.47,chicken,0.15,coal,3.36,4,8000.0,90.93,7.5,158.0,0,187.5
bicycle,3.03,fish,0.15,grid_eu,5.03,1,2000.0,60.62,10.83,198.0,0,96.25
bus,58.3,chicken,0.15,grid_eu,4.56,0,0.0,25.98,3.33,270.0,1,100.25
car_petrol,146.57,fish,0.15,natural_gas,6.26,8,16000.0,12.99,0.83,224.0,1,335.92
bus,33.6,dairy,0.75,coal,3.94,8,16000.0,75.78,9.17,186.0,0,197.0
bicycle,0.63,vegetables,0.9,coal,4.58,8,16000.0,21.65,10.83,122.0,1,203.83
car_petrol,213.97,fish,0.15,coal,5.55,4,8000.0,51.96,20.0,158.0,0,370.42
bicycle,3.17,dairy,0.75,grid_eu,4.19,1,2000.0,12.99,37.5,91.0,0,100.17
bicycle,0.27,vegetables,0.9,natural_gas,4.89,4,8000.0,75.78,6.67,186.0,1,139.17
car_petrol,233.6,fish,0.15,coal,4.27,8,16000.0,34.64,23.33,272.0,0,427.75
bus,53.37,vegetables,0.9,grid_eu,4.2,8,16000.0,106.09,0.83,90.0,0,224.83
bicycle,0.0,fish,0.15,grid_eu,4.33,0,0.0,106.09,17.5,232.0,0,174.33
car_ev,35.73,vegetables,0.9,grid_eu,4.63,1,2000.0,25.98,15.83,222.0,1,90.5
bus,23.17,dairy,0.75,coal,5.24,8,16000.0,51.96,14.17,229.0,0,236.25
bicycle,1.4,chicken,0.15,coal,5.48,1,2000.0,8.66,25.0,99.0,0,82.25
car_ev,310.53,vegetables,0.9,natural_gas,4.64,1,2000.0,12.99,24.17,238.0,1,149.17
car_petrol,316.9,dairy,0.75,natural_gas,3.88,8,16000.0,43.3,29.17,54.0,0,551.75
bus,54.5,dairy,0.75,coal,6.02,4,8000.0,30.31,15.0,191.0,1,145.75
bus,27.0,dairy,0.75,coal,4.97,8,16000.0,43.3,16.67,97.0,0,226.75
car_diesel,63.3,dairy,0.75,natural_gas,5.27,1,2000.0,51.96,20.0,161.0,0,158.33
bus,3.43,dairy,0.75,coal,4.66,4,8000.0,43.3,1.67,259.0,0,146.33
bicycle,2.37,dairy,0.75,grid_eu,5.75,4,8000.0,30.31,5.0,147.0,0,120.75
bicycle,2.87,dairy,0.75,coal,4.66,1,2000.0,15.16,20.83,212.0,0,116.67
bus,27.27,chicken,0.15,coal,5.25,0,0.0,15.16,14.17,263.0,0,120.08
car_petrol,160.3,fish,0.15,grid_eu,4.31,8,16000.0,34.64,27.5,206.0,0,335.92
bicycle,3.07,dairy,0.75,grid_eu,3.69,1,2000.0,6.5,36.67,209.0,0,107.0
car_ev,120.33,chicken,0.15,natural_gas,5.22,4,8000.0,4.33,30.83,236.0,0,144.42
car_ev,189.87,chicken,0.15,coal,4.57,1,2000.0,34.64,37.5,110.0,0,137.08
bus,59.83,dairy,0.75,natural_gas,5.48,0,0.0,45.47,22.5,123.0,0,114.5
bicycle,3.27,fish,0.15,grid_eu,3.04,8,16000.0,10.82,11.67,297.0,1,139.5
bus,63.17,dairy,0.75,coal,5.31,8,16000.0,17.32,30.0,159.0,0,234.25
bus,44.03,dairy,0.75,natural_gas,5.31,0,0.0,8.66,7.5,165.0,0,83.92
bus,27.47,fish,0.15,coal,3.0,4,8000.0,2.17,10.83,274.0,0,122.17
bus,32.8,chicken,0.15,grid_eu,4.72,4,8000.0,15.16,29.17,282.0,1,181.08
bicycle,3.17,chicken,0.15,grid_eu,4.6,4,8000.0,90.93,38.33,212.0,0,201.67
car_ev,324.87,chicken,0.15,coal,4.83,1,2000.0,43.3,20.83,80.0,0,138.33
car_petrol,110.5,dairy,0.75,coal,4.14,8,16000.0,12.99,30.0,204.0,1,331.08
bicycle,1.07,fish,0.15,coal,4.76,1,2000.0,17.32,38.33,98.0,1,115.58
car_petrol,262.83,chicken,0.15,coal,4.18,8,16000.0,90.93,15.0,130.0,1,567.5
bicycle,1.7,fish,0.15,coal,4.79,4,8000.0,2.17,1.67,59.0,0,94.17
car_petrol,97.2,dairy,0.75,natural_gas,5.98,0,0.0,75.78,35.0,276.0,0,199.42
bicycle,1.8,chicken,0.15,natural_gas,4.63,0,0.0,21.65,30.83,273.0,0,169.83
bus,58.6,vegetables,0.9,coal,5.43,0,0.0,8.66,24.17,71.0,0,137.67
bus,47.13,dairy,0.75,coal,3.49,4,8000.0,8.66,12.5,109.0,0,122.92
bus,15.97,chicken,0.15,natural_gas,2.57,0,0.0,21.65,20.83,127.0,0,155.58
bicycle,0.83,vegetables,0.9,coal,4.8,1,2000.0,15.16,35.83,281.0,0,122.25
bus,19.17,dairy,0.75,coal,5.5,1,2000.0,51.96,37.5,108.0,0,156.08
bus,0.77,vegetables,0.9,natural_gas,4.75,8,16000.0,60.62,2.5,268.0,0,184.33
bus,46.7,fish,0.15,coal,3.42,8,16000.0,30.31,21.67,100.0,0,253.67
bus,6.57,chicken,0.15,coal,3.08,0,0.0,43.3,27.5,112.0,0,149.58
bus,26.0,fish,0.15,coal,3.54,1,2000.0,30.31,22.5,107.0,1,171.58
bicycle,0.73,vegetables,0.9,coal,3.08,4,8000.0,60.62,3.33,226.0,0,140.08
bicycle,1.87,vegetables,0.9,natural_gas,3.79,0,0.0,60.62,35.0,124.0,1,135.33
bus,1.9,vegetables,0.9,grid_eu,5.29,8,16000.0,25.98,24.17,159.0,0,194.42
car_petrol,126.83,fish,0.15,coal,4.95,8,16000.0,17.32,12.5,233.0,1,264.25
car_petrol,265.27,dairy,0.75,coal,4.89,0,0.0,51.96,38.33,144.0,0,291.0
bus,4.57,fish,0.15,coal,3.68,0,0.0,8.66,37.5,209.0,1,127.17
bicycle,2.73,chicken,0.15,grid_eu,3.11,1,2000.0,45.47,25.0,118.0,1,109.25
bicycle,0.27,fish,0.15,natural_gas,4.6,4,8000.0,30.31,33.33,290.0,0,214.17
bus,9.93,fish,0.15,natural_gas,5.01,4,8000.0,30.31,40.0,299.0,1,206.17
bus,10.27,chicken,0.15,natural_gas,5.24,0,0.0,17.32,30.83,99.0,0,117.0
car_petrol,273.27,dairy,0.75,coal,4.46,1,2000.0,30.31,17.5,183.0,0,384.33
bus,36.4,dairy,0.75,coal,3.35,8,16000.0,17.32,41.67,161.0,1,242.58
bicycle,0.67,chicken,0.15,grid_eu,4.44,8,16000.0,17.32,32.5,54.0,1,219.58
bicycle,1.4,dairy,0.75,grid_eu,5.46,1,2000.0,12.99,35.0,52.0,0,144.58
bus,28.47,chicken,0.15,coal,3.97,8,16000.0,43.3,26.67,118.0,1,259.92
car_ev,46.7,chicken,0.15,grid_eu,4.06,1,2000.0,30.31,27.5,120.0,1,63.83
car_petrol,143.1,vegetables,0.9,grid_eu,4.4,0,0.0,25.98,6.67,266.0,0,191.42
car_diesel,174.5,chicken,0.15,coal,4.08,8,16000.0,4.33,30.83,229.0,0,305.83
bicycle,1.4,dairy,0.75,coal,4.92,8,16000.0,25.98,40.83,122.0,1,235.17
bus,10.57,chicken,0.15,coal,3.3,8,16000.0,21.65,12.5,290.0,0,207.17
bus,25.4,dairy,0.75,natural_gas,4.13,4,8000.0,51.96,1.67,244.0,0,137.5
bicycle,0.87,fish,0.15,natural_gas,6.02,8,16000.0,30.31,18.33,274.0,1,266.83
bicycle,3.3,fish,0.15,natural_gas,4.81,1,2000.0,6.5,17.5,211.0,0,94.42
bicycle,0.0,dairy,0.75,natural_gas,4.8,8,16000.0,34.64,31.67,116.0,0,274.08
bicycle,2.33,dairy,0.75,grid_eu,4.5,8,16000.0,21.65,15.0,282.0,1,202.17
bicycle,2.33,dairy,0.75,coal,3.34,1,2000.0,60.62,37.5,53.0,1,232.92
car_petrol,59.03,fish,0.15,coal,3.52,0,0.0,45.47,6.67,222.0,1,134.0
bus,56.4,fish,0.15,coal,3.31,8,16000.0,25.98,25.83,153.0,0,203.17
bus,30.3,fish,0.15,grid_eu,3.97,0,0.0,51.96,35.0,286.0,0,127.33
bicycle,2.7,chicken,0.15,natural_gas,5.26,8,16000.0,90.93,32.5,76.0,1,267.58
car_petrol,278.6,dairy,0.75,coal,4.15,4,8000.0,75.78,16.67,191.0,0,328.42
bicycle,2.23,vegetables,0.9,coal,4.79,8,16000.0,60.62,29.17,254.0,0,204.5
bus,62.07,vegetables,0.9,coal,6.43,4,8000.0,43.3,11.67,226.0,0,183.17
car_petrol,126.67,chicken,0.15,coal,6.15,1,2000.0,15.16,6.67,266.0,0,177.17
bus,42.9,dairy,0.75,coal,3.85,1,2000.0,75.78,30.0,207.0,0,131.75
bus,44.0,dairy,0.75,coal,4.67,4,8000.0,15.16,15.0,137.0,1,179.42
car_petrol,248.93,chicken,0.15,coal,4.52,1,2000.0,106.09,39.17,95.0,0,368.5
bus,16.0,fish,0.15,coal,3.53,0,0.0,17.32,41.67,125.0,0,138.92
bus,43.37,chicken,0.15,coal,3.95,8,16000.0,34.64,3.33,279.0,0,230.67
bicycle,1.67,chicken,0.15,grid_eu,4.44,4,8000.0,10.82,36.67,64.0,1,124.42
bus,53.27,chicken,0.15,grid_eu,4.65,4,8000.0,17.32,29.17,183.0,1,164.5
bus,32.1,dairy,0.75,grid_eu,3.91,4,8000.0,12.99,39.17,271.0,0,148.58
bicycle,0.1,vegetables,0.9,natural_gas,4.76,8,16000.0,6.5,22.5,139.0,0,198.33
bicycle,1.4,vegetables,0.9,coal,6.0,4,8000.0,10.82,25.0,244.0,0,193.67
car_petrol,24.4,fish,0.15,coal,4.59,1,2000.0,15.16,38.33,159.0,0,188.5
bicycle,0.83,vegetables,0.9,coal,4.74,4,8000.0,8.66,29.17,189.0,0,181.08
car_petrol,6.53,chicken,0.15,natural_gas,4.15,0,0.0,60.62,6.67,187.0,0,138.5
bus,21.27,fish,0.15,coal,5.07,1,2000.0,34.64,15.83,227.0,0,148.42
bicycle,1.67,vegetables,0.9,grid_eu,4.95,4,8000.0,17.32,39.17,144.0,1,181.33
bicycle,0.53,vegetables,0.9,coal,3.66,0,0.0,43.3,25.83,196.0,0,144.25
car_petrol,179.77,fish,0.15,coal,4.7,1,2000.0,25.98,1.67,169.0,1,191.92
bicycle,2.77,vegetables,0.9,coal,4.93,0,0.0,75.78,38.33,123.0,0,180.17
car_petrol,258.3,vegetables,0.9,coal,3.03,8,16000.0,21.65,16.67,247.0,0,505.75
bus,28.67,chicken,0.15,coal,5.31,8,16000.0,60.62,38.33,289.0,1,317.58
bicycle,2.17,chicken,0.15,grid_eu,4.18,0,0.0,17.32,16.67,207.0,0,91.42
car_petrol,92.03,fish,0.15,grid_eu,4.08,8,16000.0,45.47,0.83,295.0,1,182.33
car_ev,314.83,vegetables,0.9,coal,5.15,8,16000.0,75.78,16.67,299.0,0,314.92
bus,2.13,dairy,0.75,coal,4.46,0,0.0,30.31,5.0,57.0,1,98.25
car_ev,224.2,vegetables,0.9,natural_gas,4.56,0,0.0,15.16,5.0,240.0,1,70.67
bicycle,2.7,fish,0.15,coal,5.16,4,8000.0,8.66,25.0,240.0,1,186.58
bicycle,1.8,dairy,0.75,grid_eu,3.83,1,2000.0,34.64,39.17,82.0,0,125.75
bicycle,1.23,chicken,0.15,natural_gas,3.28,8,16000.0,51.96,6.67,214.0,0,254.83
bicycle,0.6,vegetables,0.9,grid_eu,4.29,8,16000.0,12.99,8.33,275.0,0,152.08
bicycle,2.33,vegetables,0.9,coal,3.97,0,0.0,30.31,30.83,131.0,0,169.5
bus,6.77,fish,0.15,coal,3.47,8,16000.0,15.16,20.0,123.0,1,166.42
car_diesel,176.23,fish,0.15,coal,4.2,1,2000.0,34.64,12.5,190.0,1,233.42
bicycle,1.73,chicken,0.15,coal,4.86,8,16000.0,51.96,12.5,64.0,0,229.42
bus,64.47,fish,0.15,grid_eu,4.75,8,16000.0,21.65,32.5,276.0,1,242.67
bicycle,2.3,chicken,0.15,coal,5.07,0,0.0,17.32,33.33,243.0,0,136.83
car_diesel,143.53,fish,0.15,grid_eu,3.53,0,0.0,75.78,2.5,136.0,0,183.92
bus,28.0,dairy,0.75,grid_eu,3.23,1,2000.0,15.16,21.67,163.0,0,106.92
bicycle,1.77,dairy,0.75,natural_gas,3.58,0,0.0,21.65,15.83,263.0,0,96.75
bus,64.5,dairy,0.75,natural_gas,4.06,8,16000.0,6.5,4.17,194.0,0,179.67
bicycle,1.07,dairy,0.75,grid_eu,4.35,4,8000.0,6.5,22.5,108.0,0,136.58
car_diesel,18.5,fish,0.15,coal,4.71,8,16000.0,15.16,1.67,271.0,1,189.83
car_petrol,229.93,fish,0.15,grid_eu,5.03,8,16000.0,30.31,0.83,91.0,0,247.0
bus,54.77,dairy,0.75,natural_gas,2.64,0,0.0,2.17,16.67,243.0,0,98.58
bicycle,1.9,vegetables,0.9,natural_gas,4.3,8,16000.0,30.31,16.67,93.0,0,189.5
bus,61.67,vegetables,0.9,coal,2.83,1,2000.0,30.31,8.33,168.0,1,128.67
bus,66.53,vegetables,0.9,grid_eu,3.72,8,16000.0,10.82,33.33,179.0,0,200.33
car_diesel,180.43,vegetables,0.9,grid_eu,5.44,1,2000.0,17.32,31.67,246.0,1,175.67
bicycle,0.2,vegetables,0.9,natural_gas,5.46,8,16000.0,2.17,25.83,231.0,0,174.5
bus,57.57,vegetables,0.9,natural_gas,4.05,0,0.0,106.09,10.0,198.0,1,163.92
bicycle,2.5,chicken,0.15,natural_gas,4.85,4,8000.0,30.31,7.5,267.0,1,145.83
car_petrol,183.3,dairy,0.75,coal,5.92,1,2000.0,8.66,22.5,81.0,0,316.67
car_petrol,292.87,chicken,0.15,natural_gas,3.67,0,0.0,8.66,33.33,193.0,0,272.17
bus,51.03,fish,0.15,coal,4.29,0,0.0,21.65,19.17,183.0,0,142.0
bicycle,1.67,chicken,0.15,coal,4.52,0,0.0,106.09,1.67,94.0,0,164.5
car_petrol,177.0,fish,0.15,coal,4.92,1,2000.0,2.17,35.0,296.0,1,190.67
bicycle,2.63,chicken,0.15,coal,4.0,0,0.0,8.66,27.5,239.0,0,116.42
bus,40.5,dairy,0.75,natural_gas,3.68,8,16000.0,21.65,32.5,87.0,1,194.67
car_petrol,293.63,chicken,0.15,coal,4.4,4,8000.0,21.65,30.83,286.0,1,316.58
bicycle,1.53,vegetables,0.9,grid_eu,3.64,8,16000.0,25.98,18.33,117.0,0,192.75
car_ev,309.5,vegetables,0.9,grid_eu,3.21,0,0.0,51.96,37.5,296.0,0,134.67
bicycle,0.07,dairy,0.75,coal,4.69,4,8000.0,17.32,2.5,241.0,0,112.75
car_petrol,311.73,chicken,0.15,coal,4.71,8,16000.0,90.93,23.33,127.0,0,417.92
car_ev,297.33,fish,0.15,coal,4.81,4,8000.0,17.32,26.67,203.0,1,181.58
bicycle,0.83,chicken,0.15,grid_eu,3.75,4,8000.0,30.31,13.33,58.0,0,114.67
bicycle,0.47,vegetables,0.9,grid_eu,5.25,8,16000.0,12.99,13.33,261.0,1,146.0
car_petrol,175.93,fish,0.15,coal,4.71,0,0.0,45.47,12.5,218.0,0,276.0
