transport_type,km_per_day,food_type,kg_food_per_day,energy_source,kwh_per_day,flights_per_year,flight_km_total,monthly_co2_kg
car_petrol,146.57,fish,0.3,natural_gas,7.3,8,16000,335.92
bus,33.6,vegetables,0.5,coal,6.3,8,16000,197.0
bicycle,0.63,vegetables,0.3,coal,6.9,8,16000,203.83
car_petrol,213.97,fish,0.3,coal,6.6,4,8000,370.42
bicycle,3.17,vegetables,0.5,grid_eu,5.8,1,2000,100.17
bicycle,0.27,vegetables,0.3,natural_gas,6.5,4,8000,139.17
car_petrol,233.6,fish,0.3,coal,5.3,8,16000,427.75
bus,53.37,vegetables,0.3,grid_eu,6.7,8,16000,224.83
bicycle,0.0,fish,0.3,grid_eu,6.8,0,0,174.33
car_ev,35.73,vegetables,0.3,grid_eu,6.2,1,2000,90.5
bus,23.17,vegetables,0.5,coal,6.3,8,16000,236.25
bicycle,1.4,chicken,0.4,coal,7.1,1,2000,82.25
car_ev,310.53,vegetables,0.3,natural_gas,5.8,1,2000,149.17
car_petrol,316.9,vegetables,0.5,natural_gas,6.3,8,16000,551.75
bus,54.5,vegetables,0.5,coal,7.2,4,8000,145.75
bus,27.0,vegetables,0.5,coal,7.4,8,16000,226.75
car_diesel,63.3,vegetables,0.5,natural_gas,7.2,1,2000,158.33
bus,3.43,vegetables,0.5,coal,5.8,4,8000,146.33
bicycle,2.37,vegetables,0.5,grid_eu,6.8,4,8000,120.75
bicycle,2.87,vegetables,0.5,coal,6.3,1,2000,116.67
bus,27.27,chicken,0.4,coal,6.8,0,0,120.08
car_petrol,160.3,fish,0.3,grid_eu,6.3,8,16000,335.92
bicycle,3.07,vegetables,0.5,grid_eu,6.1,1,2000,107.0
car_ev,120.33,chicken,0.4,natural_gas,6.2,4,8000,144.42
car_ev,189.87,chicken,0.4,coal,6.1,1,2000,137.08
bus,59.83,vegetables,0.5,natural_gas,6.9,0,0,114.5
bicycle,3.27,fish,0.3,grid_eu,5.1,8,16000,139.5
bus,63.17,vegetables,0.5,coal,7.2,8,16000,234.25
bus,44.03,vegetables,0.5,natural_gas,6.9,0,0,83.92
bus,27.47,fish,0.3,coal,5.4,4,8000,122.17
bus,32.8,chicken,0.4,grid_eu,6.8,4,8000,181.08
bicycle,3.17,chicken,0.4,grid_eu,6.6,4,8000,201.67
car_ev,324.87,chicken,0.4,coal,6.9,1,2000,138.33
car_petrol,110.5,vegetables,0.5,coal,5.7,8,16000,331.08
bicycle,1.07,fish,0.3,coal,6.2,1,2000,115.58
car_petrol,262.83,chicken,0.4,coal,5.6,8,16000,567.5
bicycle,1.7,fish,0.3,coal,6.4,4,8000,94.17
car_petrol,97.2,vegetables,0.5,natural_gas,7.1,0,0,199.42
bicycle,1.8,chicken,0.4,natural_gas,6.2,0,0,169.83
bus,58.6,vegetables,0.3,coal,6.9,0,0,137.67
bus,47.13,vegetables,0.5,coal,5.1,4,8000,122.92
bus,15.97,chicken,0.4,natural_gas,5.1,0,0,155.58
bicycle,0.83,vegetables,0.3,coal,6.7,1,2000,122.25
bus,19.17,vegetables,0.5,coal,6.5,1,2000,156.08
bus,0.77,vegetables,0.3,natural_gas,7.1,8,16000,184.33
bus,46.7,fish,0.3,coal,5.4,8,16000,253.67
bus,6.57,chicken,0.4,coal,5.0,0,0,149.58
bus,26.0,fish,0.3,coal,5.6,1,2000,171.58
bicycle,0.73,vegetables,0.3,coal,5.5,4,8000,140.08
bicycle,1.87,vegetables,0.3,natural_gas,6.2,0,0,135.33
bus,1.9,vegetables,0.3,grid_eu,6.3,8,16000,194.42
car_petrol,126.83,fish,0.3,coal,6.4,8,16000,264.25
car_petrol,265.27,vegetables,0.5,coal,6.3,0,0,291.0
bus,4.57,fish,0.3,coal,6.0,0,0,127.17
bicycle,2.73,chicken,0.4,grid_eu,5.5,1,2000,109.25
bicycle,0.27,fish,0.3,natural_gas,7.0,4,8000,214.17
bus,9.93,fish,0.3,natural_gas,7.1,4,8000,206.17
bus,10.27,chicken,0.4,natural_gas,6.3,0,0,117.0
car_petrol,273.27,vegetables,0.5,coal,5.5,1,2000,384.33
bus,36.4,vegetables,0.5,coal,5.8,8,16000,242.58
bicycle,0.67,chicken,0.4,grid_eu,5.5,8,16000,219.58
bicycle,1.4,vegetables,0.5,grid_eu,6.9,1,2000,144.58
bus,28.47,chicken,0.4,coal,6.0,8,16000,259.92
car_ev,46.7,chicken,0.4,grid_eu,6.6,1,2000,63.83
car_petrol,143.1,vegetables,0.3,grid_eu,6.9,0,0,191.42
car_diesel,174.5,chicken,0.4,coal,6.5,8,16000,305.83
bicycle,1.4,vegetables,0.5,coal,6.4,8,16000,235.17
bus,10.57,chicken,0.4,coal,5.2,8,16000,207.17
bus,25.4,vegetables,0.5,natural_gas,5.6,4,8000,137.5
bicycle,0.87,fish,0.3,natural_gas,7.1,8,16000,266.83
bicycle,3.3,fish,0.3,natural_gas,6.9,1,2000,94.42
bicycle,0.0,vegetables,0.5,natural_gas,6.3,8,16000,274.08
bicycle,2.33,vegetables,0.5,grid_eu,6.0,8,16000,202.17
bicycle,2.33,vegetables,0.5,coal,5.2,1,2000,232.92
car_petrol,59.03,fish,0.3,coal,5.5,0,0,134.0
bus,56.4,fish,0.3,coal,5.2,8,16000,203.17
bus,30.3,fish,0.3,grid_eu,5.4,0,0,127.33
bicycle,2.7,chicken,0.4,natural_gas,6.9,8,16000,267.58
car_petrol,278.6,vegetables,0.5,coal,6.6,4,8000,328.42
bicycle,2.23,vegetables,0.3,coal,6.4,8,16000,204.5
bus,62.07,vegetables,0.3,coal,7.4,4,8000,183.17
car_petrol,126.67,chicken,0.4,coal,7.3,1,2000,177.17
bus,42.9,vegetables,0.5,coal,5.9,1,2000,131.75
bus,44.0,vegetables,0.5,coal,6.3,4,8000,179.42
car_petrol,248.93,chicken,0.4,coal,5.5,1,2000,368.5
bus,16.0,fish,0.3,coal,6.0,0,0,138.92
bus,43.37,chicken,0.4,coal,5.9,8,16000,230.67
bicycle,1.67,chicken,0.4,grid_eu,6.3,4,8000,124.42
bus,53.27,chicken,0.4,grid_eu,6.1,4,8000,164.5
bus,32.1,vegetables,0.5,grid_eu,5.1,4,8000,148.58
bicycle,0.1,vegetables,0.3,natural_gas,7.1,8,16000,198.33
bicycle,1.4,vegetables,0.3,coal,7.1,4,8000,193.67
car_petrol,24.4,fish,0.3,coal,6.0,1,2000,188.5
bicycle,0.83,vegetables,0.3,coal,5.9,4,8000,181.08
car_petrol,6.53,chicken,0.4,natural_gas,6.6,0,0,138.5
bus,21.27,fish,0.3,coal,7.0,1,2000,148.42
bicycle,1.67,vegetables,0.3,grid_eu,7.0,4,8000,181.33
bicycle,0.53,vegetables,0.3,coal,5.2,0,0,144.25
car_petrol,179.77,fish,0.3,coal,6.3,1,2000,191.92
bicycle,2.77,vegetables,0.3,coal,6.8,0,0,180.17
car_petrol,258.3,vegetables,0.3,coal,5.5,8,16000,505.75
bus,28.67,chicken,0.4,coal,6.8,8,16000,317.58
bicycle,2.17,chicken,0.4,grid_eu,6.2,0,0,91.42
car_petrol,92.03,fish,0.3,grid_eu,5.2,8,16000,182.33
car_ev,314.83,vegetables,0.3,coal,6.2,8,16000,314.92
bus,2.13,vegetables,0.5,coal,5.9,0,0,98.25
car_ev,224.2,vegetables,0.3,natural_gas,6.5,0,0,70.67
bicycle,2.7,fish,0.3,coal,7.2,4,8000,186.58
bicycle,1.8,vegetables,0.5,grid_eu,5.3,1,2000,125.75
bicycle,1.23,chicken,0.4,natural_gas,5.3,8,16000,254.83
bicycle,0.6,vegetables,0.3,grid_eu,6.8,8,16000,152.08
bicycle,2.33,vegetables,0.3,coal,6.0,0,0,169.5
bus,6.77,fish,0.3,coal,5.1,8,16000,166.42
car_diesel,176.23,fish,0.3,coal,6.2,1,2000,233.42
bicycle,1.73,chicken,0.4,coal,5.9,8,16000,229.42
bus,64.47,fish,0.3,grid_eu,6.2,8,16000,242.67
bicycle,2.3,chicken,0.4,coal,7.1,0,0,136.83
car_diesel,143.53,fish,0.3,grid_eu,5.5,0,0,183.92
bus,28.0,vegetables,0.5,grid_eu,5.1,1,2000,106.92
bicycle,1.77,vegetables,0.5,natural_gas,5.1,0,0,96.75
bus,64.5,vegetables,0.5,natural_gas,5.2,8,16000,179.67
bicycle,1.07,vegetables,0.5,grid_eu,6.8,4,8000,136.58
car_diesel,18.5,fish,0.3,coal,6.8,8,16000,189.83
car_petrol,229.93,fish,0.3,grid_eu,6.0,8,16000,247.0
bus,54.77,vegetables,0.5,natural_gas,5.1,0,0,98.58
bicycle,1.9,vegetables,0.3,natural_gas,6.7,8,16000,189.5
bus,61.67,vegetables,0.3,coal,5.3,1,2000,128.67
bus,66.53,vegetables,0.3,grid_eu,6.1,8,16000,200.33
car_diesel,180.43,vegetables,0.3,grid_eu,6.6,1,2000,175.67
bicycle,0.2,vegetables,0.3,natural_gas,6.6,8,16000,174.5
bus,57.57,vegetables,0.3,natural_gas,6.1,0,0,163.92
bicycle,2.5,chicken,0.4,natural_gas,6.8,4,8000,145.83
car_petrol,183.3,vegetables,0.5,coal,7.1,1,2000,316.67
car_petrol,292.87,chicken,0.4,natural_gas,5.7,0,0,272.17
bus,51.03,fish,0.3,coal,6.2,0,0,142.0
bicycle,1.67,chicken,0.4,coal,6.5,0,0,164.5
car_petrol,177.0,fish,0.3,coal,6.4,1,2000,190.67
bicycle,2.63,chicken,0.4,coal,6.0,0,0,116.42
bus,40.5,vegetables,0.5,natural_gas,5.6,8,16000,194.67
car_petrol,293.63,chicken,0.4,coal,6.8,4,8000,316.58
bicycle,1.53,vegetables,0.3,grid_eu,5.6,8,16000,192.75
car_ev,309.5,vegetables,0.3,grid_eu,5.3,0,0,134.67
bicycle,0.07,vegetables,0.5,coal,6.7,4,8000,112.75
car_petrol,311.73,chicken,0.4,coal,7.1,8,16000,417.92
car_ev,297.33,fish,0.3,coal,7.3,4,8000,181.58
bicycle,0.83,chicken,0.4,grid_eu,6.2,4,8000,114.67
bicycle,0.47,vegetables,0.3,grid_eu,6.4,8,16000,146.0
car_petrol,175.93,fish,0.3,coal,5.8,0,0,276.0
bicycle,2.5,chicken,0.4,natural_gas,5.9,4,8000,168.75
car_petrol,238.27,fish,0.3,coal,6.0,4,8000,302.75
bicycle,1.03,chicken,0.4,natural_gas,7.1,1,2000,203.75
bus,0.07,chicken,0.4,grid_eu,5.7,4,8000,95.92
bicycle,2.93,chicken,0.4,grid_eu,7.0,4,8000,173.33
bus,11.4,vegetables,0.3,coal,5.4,1,2000,97.0
bus,65.4,chicken,0.4,grid_eu,6.1,1,2000,86.42
car_petrol,300.47,chicken,0.4,coal,5.1,8,16000,329.08
bus,51.9,vegetables,0.3,natural_gas,5.9,1,2000,128.83
bus,51.23,vegetables,0.5,coal,5.9,1,2000,101.58
bus,9.77,vegetables,0.5,natural_gas,6.4,1,2000,108.67
car_petrol,206.0,vegetables,0.3,coal,6.3,8,16000,329.83
bicycle,2.03,chicken,0.4,coal,5.5,1,2000,70.92
bicycle,0.37,chicken,0.4,coal,5.5,4,8000,113.08
bicycle,2.67,chicken,0.4,coal,7.4,1,2000,155.75
car_diesel,290.57,chicken,0.4,grid_eu,7.1,1,2000,302.92
bus,53.47,chicken,0.4,grid_eu,5.2,8,16000,189.92
car_petrol,301.67,vegetables,0.5,grid_eu,6.7,8,16000,404.25
bicycle,2.87,vegetables,0.5,coal,5.2,0,0,125.83
bicycle,0.7,vegetables,0.3,grid_eu,5.7,0,0,120.58
car_petrol,58.67,vegetables,0.5,grid_eu,6.2,8,16000,175.42
bus,21.03,fish,0.3,natural_gas,7.2,1,2000,74.25
bus,25.17,fish,0.3,natural_gas,6.2,0,0,111.33
bicycle,0.03,fish,0.3,grid_eu,6.0,4,8000,183.92
car_petrol,216.07,vegetables,0.5,natural_gas,6.7,8,16000,493.17
bicycle,2.53,vegetables,0.3,coal,5.8,1,2000,126.17
bus,59.83,vegetables,0.5,grid_eu,6.6,4,8000,208.25
bus,10.37,vegetables,0.3,grid_eu,7.2,4,8000,136.0
bus,65.3,vegetables,0.3,natural_gas,7.4,1,2000,152.17
bicycle,1.73,chicken,0.4,natural_gas,7.3,0,0,138.0
bicycle,0.47,chicken,0.4,grid_eu,6.2,8,16000,201.5
bus,21.63,vegetables,0.5,natural_gas,6.8,0,0,121.58
bicycle,2.3,vegetables,0.3,coal,6.4,0,0,156.17
bicycle,0.97,vegetables,0.5,grid_eu,7.0,0,0,88.08
bicycle,3.2,vegetables,0.5,coal,6.0,8,16000,231.83
bicycle,1.67,vegetables,0.5,coal,5.7,0,0,150.75
car_petrol,53.8,fish,0.3,grid_eu,5.6,8,16000,217.67
bus,20.03,fish,0.3,grid_eu,5.9,4,8000,238.83
car_petrol,140.5,fish,0.3,coal,6.4,1,2000,214.83
bus,63.0,fish,0.3,grid_eu,6.5,1,2000,110.17
bus,30.3,vegetables,0.3,grid_eu,6.5,8,16000,187.42
bus,34.87,vegetables,0.5,coal,5.4,8,16000,275.08
bus,46.47,vegetables,0.5,grid_eu,6.8,8,16000,216.58
bicycle,0.5,chicken,0.4,natural_gas,6.5,8,16000,228.42
car_petrol,204.23,fish,0.3,natural_gas,5.6,0,0,205.58
bicycle,3.27,chicken,0.4,coal,6.2,0,0,131.58
bus,45.73,fish,0.3,natural_gas,6.0,0,0,204.67
bus,65.93,vegetables,0.5,grid_eu,6.7,8,16000,180.08
bus,36.93,vegetables,0.5,grid_eu,7.1,0,0,130.42
bus,65.23,vegetables,0.5,coal,5.2,1,2000,189.25
bus,0.1,fish,0.3,natural_gas,7.3,8,16000,286.58
bus,13.83,chicken,0.4,grid_eu,6.9,4,8000,214.42
bus,60.6,fish,0.3,natural_gas,6.3,1,2000,128.67
bus,21.3,vegetables,0.5,coal,7.2,0,0,65.92
bus,12.93,vegetables,0.3,coal,6.5,1,2000,105.33
bus,26.8,chicken,0.4,natural_gas,6.4,4,8000,250.92
car_diesel,136.13,chicken,0.4,natural_gas,7.4,0,0,231.67
bicycle,1.0,fish,0.3,grid_eu,5.6,1,2000,106.08
bus,49.6,vegetables,0.3,coal,6.4,1,2000,111.0
bus,14.9,vegetables,0.5,natural_gas,5.8,1,2000,132.83
bus,49.2,fish,0.3,natural_gas,6.8,1,2000,193.5
bus,45.6,fish,0.3,coal,5.0,0,0,117.5
bicycle,0.27,chicken,0.4,coal,5.9,8,16000,263.25
bus,40.9,chicken,0.4,grid_eu,6.7,0,0,96.58
bus,53.23,vegetables,0.5,coal,5.4,4,8000,247.5
bus,19.13,vegetables,0.5,natural_gas,6.1,0,0,142.58
bicycle,0.63,vegetables,0.5,grid_eu,5.8,4,8000,100.92
bicycle,2.43,vegetables,0.5,natural_gas,6.1,4,8000,126.17
bus,11.27,vegetables,0.5,coal,5.1,4,8000,137.42
bus,50.9,vegetables,0.5,grid_eu,6.5,0,0,65.75
bicycle,3.17,vegetables,0.5,coal,5.4,0,0,106.67
bicycle,2.3,vegetables,0.5,coal,7.0,0,0,98.5
car_petrol,75.53,vegetables,0.3,coal,6.0,1,2000,227.25
bus,29.5,chicken,0.4,natural_gas,6.9,0,0,191.58
bicycle,1.87,fish,0.3,grid_eu,6.1,1,2000,97.83
bus,45.67,fish,0.3,coal,5.3,1,2000,125.58
bicycle,1.4,vegetables,0.5,natural_gas,6.7,8,16000,346.5
bicycle,0.17,fish,0.3,grid_eu,6.1,0,0,92.25
bicycle,0.43,fish,0.3,grid_eu,6.3,4,8000,170.67
car_petrol,128.3,chicken,0.4,natural_gas,6.4,1,2000,118.58
bicycle,1.67,vegetables,0.5,natural_gas,5.1,8,16000,265.92
bicycle,1.67,fish,0.3,coal,6.4,4,8000,153.83
bicycle,0.1,fish,0.3,grid_eu,5.5,8,16000,199.92
car_diesel,314.83,chicken,0.4,grid_eu,7.0,1,2000,298.5
car_diesel,139.9,fish,0.3,grid_eu,6.6,8,16000,294.83
bus,20.0,chicken,0.4,coal,5.3,0,0,135.17
car_petrol,57.33,chicken,0.4,grid_eu,6.0,1,2000,115.58
bus,63.0,chicken,0.4,grid_eu,5.5,8,16000,188.5
car_petrol,20.03,fish,0.3,coal,6.5,8,16000,227.42
car_ev,229.8,chicken,0.4,coal,5.0,8,16000,168.83
bus,21.2,vegetables,0.5,coal,6.2,4,8000,150.17
bus,40.03,chicken,0.4,grid_eu,7.3,8,16000,230.08
bicycle,1.6,chicken,0.4,coal,6.0,1,2000,81.33
car_ev,181.4,vegetables,0.3,grid_eu,5.9,8,16000,210.17
bus,7.87,vegetables,0.5,coal,5.8,4,8000,204.75
car_petrol,112.93,fish,0.3,coal,6.6,8,16000,296.58
bus,36.13,chicken,0.4,grid_eu,7.2,4,8000,122.67
bicycle,3.17,chicken,0.4,coal,7.4,8,16000,255.0
car_diesel,189.93,chicken,0.4,coal,6.7,0,0,232.5
bus,26.0,fish,0.3,coal,6.4,1,2000,159.67
bicycle,0.07,vegetables,0.3,coal,7.1,8,16000,234.08
bicycle,2.5,fish,0.3,coal,7.2,1,2000,141.33
bus,16.5,fish,0.3,coal,7.4,0,0,137.33
bicycle,3.17,vegetables,0.3,coal,6.9,1,2000,100.67
bicycle,1.43,vegetables,0.3,grid_eu,5.0,8,16000,203.25
car_petrol,223.87,fish,0.3,natural_gas,5.7,4,8000,249.92
bus,61.33,fish,0.3,natural_gas,7.3,0,0,122.58
bus,46.2,chicken,0.4,coal,7.1,4,8000,205.92
car_diesel,123.9,fish,0.3,grid_eu,6.0,8,16000,241.58
bicycle,2.37,vegetables,0.3,grid_eu,7.0,8,16000,180.25
bicycle,1.53,chicken,0.4,coal,7.1,1,2000,98.5
bicycle,2.83,vegetables,0.5,natural_gas,6.1,4,8000,241.42
car_petrol,124.83,fish,0.3,grid_eu,5.5,4,8000,171.33
bicycle,2.6,vegetables,0.5,coal,6.6,8,16000,252.17
bus,34.87,fish,0.3,natural_gas,6.8,1,2000,90.33
car_diesel,330.5,fish,0.3,natural_gas,6.1,4,8000,343.5
car_diesel,39.37,chicken,0.4,coal,5.2,0,0,157.33
car_petrol,134.8,vegetables,0.3,natural_gas,6.0,4,8000,246.67
bicycle,0.03,vegetables,0.5,natural_gas,6.9,1,2000,146.75
bus,32.77,chicken,0.4,coal,5.9,8,16000,264.0
car_ev,171.7,vegetables,0.5,grid_eu,5.8,0,0,81.67
bus,27.0,vegetables,0.5,coal,7.0,1,2000,129.75
car_ev,190.37,vegetables,0.5,natural_gas,6.0,1,2000,126.92
car_petrol,155.67,chicken,0.4,coal,5.5,4,8000,212.58
car_petrol,228.73,fish,0.3,coal,6.0,1,2000,266.5
car_petrol,269.83,vegetables,0.3,coal,6.4,1,2000,413.33
bicycle,0.6,vegetables,0.3,coal,5.1,8,16000,227.92
bus,59.33,vegetables,0.3,grid_eu,6.3,8,16000,131.75
car_diesel,92.13,vegetables,0.3,natural_gas,6.6,0,0,166.5
car_petrol,68.7,fish,0.3,grid_eu,6.2,0,0,144.5
car_ev,296.2,chicken,0.4,natural_gas,5.8,8,16000,233.08
car_petrol,56.77,vegetables,0.3,coal,5.2,1,2000,200.75
bus,49.3,vegetables,0.3,coal,5.5,8,16000,202.42
bus,58.37,chicken,0.4,coal,5.6,4,8000,199.08
bicycle,1.93,vegetables,0.5,coal,6.0,1,2000,158.83
bicycle,0.2,fish,0.3,grid_eu,5.8,8,16000,129.17
bicycle,2.13,vegetables,0.3,coal,5.7,0,0,72.92
car_petrol,18.1,vegetables,0.5,coal,5.4,0,0,131.17
bicycle,0.67,chicken,0.4,coal,6.1,1,2000,155.83
bicycle,2.23,chicken,0.4,grid_eu,7.3,8,16000,176.92
bicycle,1.73,fish,0.3,coal,6.7,8,16000,161.42
bicycle,1.97,fish,0.3,natural_gas,5.4,0,0,111.0
car_petrol,263.2,vegetables,0.3,natural_gas,6.3,0,0,129.92
bicycle,2.6,vegetables,0.3,grid_eu,5.3,4,8000,86.83
car_petrol,175.67,vegetables,0.3,coal,5.6,1,2000,275.58
car_petrol,43.73,chicken,0.4,coal,5.6,4,8000,212.0
bus,28.27,vegetables,0.5,coal,7.4,1,2000,198.67
bus,23.93,vegetables,0.5,natural_gas,6.6,4,8000,153.58
car_ev,293.27,vegetables,0.5,coal,5.6,4,8000,180.08
bus,19.17,vegetables,0.5,coal,6.2,0,0,126.42
bus,61.27,chicken,0.4,grid_eu,5.3,1,2000,110.33
bus,42.63,fish,0.3,coal,5.4,0,0,112.33
car_petrol,310.43,vegetables,0.3,grid_eu,6.6,0,0,354.75
bicycle,1.37,vegetables,0.3,grid_eu,7.2,8,16000,253.08
bus,42.73,vegetables,0.3,natural_gas,6.0,0,0,89.08
car_petrol,231.27,vegetables,0.3,grid_eu,7.0,8,16000,449.25
car_ev,171.33,fish,0.3,natural_gas,6.0,0,0,157.0
car_petrol,51.5,vegetables,0.5,natural_gas,6.7,1,2000,143.42
bicycle,2.6,vegetables,0.3,grid_eu,6.2,0,0,74.08
bus,49.43,fish,0.3,coal,5.3,8,16000,245.0
car_petrol,332.13,vegetables,0.5,natural_gas,6.9,8,16000,392.67
bicycle,1.7,vegetables,0.5,grid_eu,6.3,0,0,112.17
bicycle,0.43,chicken,0.4,grid_eu,6.5,1,2000,101.5
bicycle,2.5,vegetables,0.5,natural_gas,5.6,0,0,64.25
bicycle,3.23,fish,0.3,grid_eu,5.5,0,0,111.58
bus,3.13,chicken,0.4,natural_gas,6.1,1,2000,150.08
bus,32.5,vegetables,0.5,coal,6.1,1,2000,123.67
bicycle,0.13,vegetables,0.3,coal,5.0,4,8000,134.92
bicycle,2.3,fish,0.3,coal,6.7,0,0,85.58
car_petrol,114.33,vegetables,0.5,grid_eu,5.8,4,8000,264.08
car_petrol,266.43,fish,0.3,coal,6.5,4,8000,336.83
car_diesel,162.33,vegetables,0.3,coal,6.1,8,16000,385.92
bicycle,0.7,chicken,0.4,grid_eu,6.3,4,8000,192.08
bicycle,1.03,fish,0.3,grid_eu,6.0,8,16000,245.92
bicycle,2.97,vegetables,0.3,coal,6.5,1,2000,112.67
bus,47.23,chicken,0.4,natural_gas,7.1,8,16000,188.5
bicycle,1.9,vegetables,0.5,coal,6.3,1,2000,71.92
car_ev,304.1,fish,0.3,coal,5.2,4,8000,211.58
car_petrol,302.33,fish,0.3,coal,6.1,8,16000,568.0
bicycle,1.37,fish,0.3,natural_gas,5.1,8,16000,244.0
bicycle,0.07,vegetables,0.5,coal,6.2,1,2000,145.75
bicycle,3.3,chicken,0.4,natural_gas,6.2,0,0,95.42
bus,44.1,chicken,0.4,natural_gas,6.4,8,16000,287.83
car_diesel,9.13,fish,0.3,natural_gas,5.8,1,2000,172.17
bicycle,0.53,chicken,0.4,grid_eu,6.8,4,8000,88.5
car_petrol,279.67,chicken,0.4,coal,5.7,0,0,355.0
car_diesel,112.63,chicken,0.4,grid_eu,7.2,1,2000,177.33
bicycle,3.27,vegetables,0.5,coal,7.1,1,2000,165.17
bicycle,2.23,chicken,0.4,natural_gas,6.6,4,8000,182.17
bicycle,1.7,vegetables,0.5,grid_eu,6.3,8,16000,250.83
car_petrol,73.83,vegetables,0.5,grid_eu,6.1,0,0,130.17
bus,33.17,chicken,0.4,grid_eu,5.8,4,8000,130.67
bicycle,2.73,vegetables,0.3,grid_eu,7.2,0,0,65.83
bus,46.83,fish,0.3,coal,6.7,1,2000,213.83
car_ev,306.87,vegetables,0.5,grid_eu,7.4,0,0,52.17
bicycle,1.03,vegetables,0.5,coal,5.6,1,2000,125.08
car_petrol,182.5,vegetables,0.5,grid_eu,6.8,1,2000,301.0
bicycle,2.73,fish,0.3,grid_eu,6.8,8,16000,196.75
car_diesel,322.1,chicken,0.4,grid_eu,7.2,1,2000,362.25
bus,47.87,chicken,0.4,coal,7.3,4,8000,186.67
bicycle,2.53,chicken,0.4,grid_eu,5.5,0,0,170.42
bus,41.77,chicken,0.4,coal,5.0,8,16000,223.08
bicycle,2.17,fish,0.3,natural_gas,5.5,4,8000,149.42
bus,16.67,chicken,0.4,coal,7.3,1,2000,192.75
bicycle,1.43,fish,0.3,natural_gas,6.1,0,0,83.0
car_diesel,192.47,vegetables,0.3,coal,5.2,8,16000,268.5
car_ev,68.73,fish,0.3,coal,7.2,0,0,126.92
bus,0.6,chicken,0.4,natural_gas,5.1,1,2000,201.0
car_petrol,58.03,vegetables,0.5,natural_gas,5.6,0,0,277.08
bicycle,2.1,chicken,0.4,natural_gas,5.3,4,8000,159.17
car_diesel,176.9,vegetables,0.3,coal,5.9,4,8000,222.75
bus,66.13,fish,0.3,coal,6.0,1,2000,137.0
car_diesel,265.07,fish,0.3,natural_gas,7.3,8,16000,374.67
bicycle,3.1,vegetables,0.5,coal,6.9,1,2000,122.83
bicycle,0.97,fish,0.3,grid_eu,7.3,8,16000,230.08
car_petrol,69.1,chicken,0.4,coal,5.4,1,2000,167.58
car_ev,312.37,vegetables,0.3,grid_eu,6.9,4,8000,184.08
bicycle,0.23,fish,0.3,coal,7.1,0,0,159.25
bicycle,1.2,fish,0.3,natural_gas,5.0,8,16000,212.58
bicycle,1.17,vegetables,0.3,coal,7.0,0,0,87.08
bus,59.57,vegetables,0.5,coal,5.1,8,16000,332.92
car_ev,275.0,fish,0.3,coal,6.4,8,16000,241.75
bus,30.3,chicken,0.4,grid_eu,6.5,8,16000,246.5
bus,11.87,fish,0.3,natural_gas,5.9,0,0,117.42
bicycle,1.57,vegetables,0.5,natural_gas,5.6,8,16000,209.25
car_diesel,204.73,vegetables,0.5,coal,6.3,8,16000,347.75
bus,60.27,vegetables,0.3,natural_gas,6.8,1,2000,150.75
bus,52.6,fish,0.3,coal,6.4,8,16000,237.5
car_ev,121.9,fish,0.3,grid_eu,5.1,0,0,122.17
bicycle,3.07,chicken,0.4,coal,7.1,8,16000,200.25
bicycle,2.47,vegetables,0.3,grid_eu,5.2,0,0,87.08
bus,4.0,vegetables,0.3,grid_eu,7.1,1,2000,121.75
bicycle,0.63,vegetables,0.5,coal,7.3,4,8000,274.17
bus,17.37,vegetables,0.3,grid_eu,6.1,8,16000,189.83
bicycle,2.77,vegetables,0.5,grid_eu,5.5,0,0,120.25
bus,16.7,vegetables,0.3,coal,5.3,8,16000,185.42
bus,3.77,fish,0.3,coal,7.3,8,16000,255.92
bus,21.8,vegetables,0.3,coal,6.6,0,0,98.58
bus,57.77,fish,0.3,grid_eu,6.9,4,8000,131.67
bicycle,2.77,fish,0.3,natural_gas,7.0,0,0,115.5
bus,23.57,fish,0.3,coal,7.3,1,2000,115.33
car_petrol,125.2,chicken,0.4,coal,6.3,4,8000,286.58
bicycle,1.87,vegetables,0.3,natural_gas,6.7,1,2000,91.92
car_petrol,263.93,vegetables,0.5,grid_eu,6.4,4,8000,357.17
car_diesel,158.57,fish,0.3,coal,6.0,1,2000,189.33
car_diesel,147.03,chicken,0.4,grid_eu,7.0,1,2000,206.83
bicycle,2.07,vegetables,0.3,coal,6.3,0,0,130.42
bus,0.03,vegetables,0.5,natural_gas,6.3,4,8000,178.67
bicycle,0.93,vegetables,0.3,grid_eu,5.2,8,16000,173.5
bicycle,1.43,vegetables,0.3,natural_gas,7.3,0,0,177.42
car_ev,194.1,vegetables,0.5,natural_gas,6.9,4,8000,137.0
bicycle,0.27,chicken,0.4,grid_eu,6.6,1,2000,124.5
bus,42.37,fish,0.3,grid_eu,6.0,4,8000,156.0
car_petrol,328.17,vegetables,0.5,natural_gas,5.9,0,0,388.58
bus,38.57,vegetables,0.3,natural_gas,6.8,0,0,167.75
bus,15.87,fish,0.3,natural_gas,6.3,1,2000,180.33
bus,16.07,chicken,0.4,coal,5.2,4,8000,192.83
bus,10.63,vegetables,0.5,coal,5.0,8,16000,217.5
bicycle,1.67,vegetables,0.5,coal,6.2,8,16000,241.5
car_diesel,213.17,chicken,0.4,natural_gas,6.7,4,8000,276.17
